"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1791151687563903364","Thu May 16 17:00:14 +0000 2024","10","Lewis Hamilton Ferrari boys https://t.co/5oJXjUhNXK","1791151687563903364","https://pbs.twimg.com/media/GNty906WAAAzdIG.jpg","","in","Rome, ITALY","0","0","1","https://x.com/_diana87/status/1791151687563903364","165051584","_diana87"
"1806692946042933688","Fri Jun 28 14:15:39 +0000 2024","1474"," Lelah ditanya soal provokasi rencana kepindahan Max Verstappen Christian Horner sindir balik Toto Wolff yang kehilangan Lewis Hamilton ke Ferrari. ️: Pembalap yang membuat semua pergerakan di bursa (transfer) memiliki semua info soal mesin dan regulasi 2026... dan dia https://t.co/f2fDHSOcZP","1806692946042933688","https://pbs.twimg.com/media/GRKo_xqWcAAnt0S.jpg","","in","Indonesia","104","55","124","https://x.com/f1speed_indo/status/1806692946042933688","1019746932833468416","f1speed_indo"
"1781693477195288707","Sat Apr 20 14:36:41 +0000 2024","15","semoga dengan masuknya Lewis Hamilton ke ferrari nanti merch ferrari jdi cakep kgk mid lagi (since he s a fashion icon fr) https://t.co/WEEwKyhPjS","1781693477195288707","https://pbs.twimg.com/media/GLnYxRBa8AE50kr.jpg","","in","20, Indonesia","0","1","2","https://x.com/starkozzz/status/1781693477195288707","1372458860561141760","starkozzz"
"1803835877732552716","Thu Jun 20 17:02:41 +0000 2024","2","Lewis Hamilton at Ferrari https://t.co/XdrM5S0WVn","1803835877732552716","https://pbs.twimg.com/media/GQiDKxlWMAA47SQ.jpg","","in","","0","0","0","https://x.com/YOULIKEMYPACE/status/1803835877732552716","1510329812950343683","YOULIKEMYPACE"
"1761799944275395029","Sun Feb 25 17:06:54 +0000 2024","1069","ferrari x lewis once again https://t.co/JaJG8HHtoJ","1761799944275395029","https://pbs.twimg.com/media/GHMrsRaWgAA7r3a.jpg","","in","44 16  |she/her|","1","0","43","https://x.com/44britcedes/status/1761799944275395029","1447934730826043402","44britcedes"
"1767483351907058128","Tue Mar 12 09:30:44 +0000 2024","199","Felipe Massa Ferrari Lewis Hamilton McLaren Hungaroring 2008. Photo: Bertrand Guay. https://t.co/UozUrylMYv","1767483351907058128","https://pbs.twimg.com/media/GIdcvcKWMAApg3x.jpg","","in","","1","4","15","https://x.com/NetoDemetriou/status/1767483351907058128","1054427352439144448","NetoDemetriou"
"1756673114556215380","Sun Feb 11 13:34:42 +0000 2024","16","Alasan mengapa Lewis Hamilton pindah ke Ferrari: https://t.co/uILu5p6ECT","1756673114556215380","https://pbs.twimg.com/ext_tw_video_thumb/1756569196144840704/pu/img/QDRoWxMrUL3YPDTA.jpg","","in","","0","4","2","https://x.com/MiskinTV_/status/1756673114556215380","1437750326707191812","MiskinTV_"
"1766534775786144135","Sat Mar 09 18:41:25 +0000 2024","2249","- Minim persiapan - Baru join pas FP3 - Debut langsung di Ferrari - Berhasil meraih poin di debutnya - Mengamankan P7 dari kejaran Lando Norris dan Lewis Hamilton Apresiasi untuk Ollie Bearman yang menampilkan performa impresif di debutnya hari ini Jagoan kalian mana bisa https://t.co/3EgBLCgoog","1766534775786144135","https://pbs.twimg.com/media/GIP-BEbb0AAzM6R.jpg","","in","Pernah di paddock","76","33","322","https://x.com/LambeResing/status/1766534775786144135","1268958732794261505","LambeResing"
"1777025019237052472","Sun Apr 07 17:25:54 +0000 2024","673","Lewis Hamilton dikabarkan walk-out dari sesi media #JapaneseGP setelah mendapat pertanyaan terkait Ferrari! Di sesi itu Lewis ditanyai apakah ia iri dengan performa mobil Ferrari di Suzuka barusan secara ia bakal pindah ke sana musim depan. Lu punya pertanyaan yang lebih https://t.co/TlBsUYujJ7","1777025019237052472","https://pbs.twimg.com/media/GKlC1Qqb0AEvurB.jpg","","in","Pernah di paddock","20","24","32","https://x.com/LambeResing/status/1777025019237052472","1268958732794261505","LambeResing"
"1757072005634101662","Mon Feb 12 15:59:45 +0000 2024","67"," ALEX ALBON'S APPENDIX yada yada yada.....AND NOW LEWIS HAMILTON IS MOVING TO FERRARI https://t.co/QlPEFDL0YE","1757072005634101662","https://pbs.twimg.com/media/GGJfpKQbEAAXgIt.jpg","","in","81  44  1 ","0","0","7","https://x.com/lestapiastri/status/1757072005634101662","1633321764729278464","lestapiastri"
"1774063735377744049","Sat Mar 30 13:18:49 +0000 2024","67","Seb on Lewis Ferrari move https://t.co/GURKAkV0K2","1774063735377744049","https://pbs.twimg.com/media/GJ69j_pXwAEEspY.jpg","","in","","1","0","7","https://x.com/petaitoksf1/status/1774063735377744049","1465123928452517893","petaitoksf1"
"1771771253306597742","Sun Mar 24 05:29:19 +0000 2024","13","Lewis Hamilton Ferrari 2025 https://t.co/pcawgiEbju","1771771253306597742","https://pbs.twimg.com/media/GJaYkKkXEAAOSOA.jpg","","in","LH44","0","1","0","https://x.com/d_brave28/status/1771771253306597742","1412183479312433157","d_brave28"
"1762436591916835003","Tue Feb 27 11:16:42 +0000 2024","209","Dalam interview dengan La Gazzetta dello Sport Ivan Capelli bilang kalau Toto Wolff adalah orang yang membocorkan info Lewis Hamilton akan bergabung dengan Ferrari! Bjir pantesan kemarin langsung secepat itu infonya ternyata info A1 langsung dari Toto https://t.co/p6WbKPNhFb","1762436591916835003","https://pbs.twimg.com/media/GHVuvW_bUAAyC42.jpg","","in","Pernah di paddock","10","5","24","https://x.com/LambeResing/status/1762436591916835003","1268958732794261505","LambeResing"
"1771758696244076625","Sun Mar 24 04:39:25 +0000 2024","80","FERRARI EM P1 = LEWIS HAMILTON EM P1 https://t.co/t9WLUDj9Vg","1771758696244076625","https://pbs.twimg.com/ext_tw_video_thumb/1753393729283506176/pu/img/3I62OFTXqjKcM0PX.jpg","","in","cec y fcb","1","0","16","https://x.com/HAMlL7ON/status/1771758696244076625","1183902291558055938","HAMlL7ON"
"1767401676577837148","Tue Mar 12 04:06:11 +0000 2024","24","Team Principal Mercedes Toto Wolff mengatakan bahwa ia sangat terbuka untuk Verstappen menggantikan Lewis Hamilton yang akan berpindah ke Ferrari pada musim depan. https://t.co/nHj1ahPRIZ","1767401676577837148","https://pbs.twimg.com/media/GIcScv9aQAAFbHO.jpg","","in","","0","3","2","https://x.com/BTGrandprix/status/1767401676577837148","1555103543152889856","BTGrandprix"
"1774763481750794382","Mon Apr 01 11:39:22 +0000 2024","0","lewis to ferrari https://t.co/6zSI1SvUhM","1774763481750794382","https://pbs.twimg.com/media/GKE5-oHa0AAALMb.jpg","","in","down under | august is ml 🫶🏼","0","0","0","https://x.com/poisonedpiastri/status/1774763481750794382","1740170958370111488","poisonedpiastri"
"1765439199208169620","Wed Mar 06 18:08:00 +0000 2024","561","Lewis Hamilton tentang rumor Max Verstappen ke Mercedes: Kepindahan saya ke Ferrari membuktikan segalanya bisa terjadi saya yakin Max ada di dalam daftar Mercedes. Namun saya tidak mengerti mengapa dia meninggalkan mobil sebagus itu (jika ia pindah dari Red Bull). https://t.co/mJcvNrq6uu","1765439199208169620","https://pbs.twimg.com/media/GIAZl16bAAE5WRG.jpg","","in","","36","16","38","https://x.com/TheGrid_ID/status/1765439199208169620","1496457406527664128","TheGrid_ID"
"1767513811618271575","Tue Mar 12 11:31:46 +0000 2024","162","Dalam dua race pertama Lewis Hamilton hanya mampu meraup 8 poin. Jumlah tersebut adalah jumlah poin terendah yang ia dapat dari dua balapan pertama sejak aturan poin untuk top 10 berlaku di 2010. Keputusan yang tepat kah buat kabur ke Ferrari di musim depan? https://t.co/GhckLY8AvX","1767513811618271575","https://pbs.twimg.com/media/GId4b9WbAAAfJMq.jpg","","in","Pernah di paddock","1","7","3","https://x.com/LambeResing/status/1767513811618271575","1268958732794261505","LambeResing"
"1766085691157385671","Fri Mar 08 12:56:55 +0000 2024","1","2025 LEWIS FERRARI WDC WCC TRUST https://t.co/7koz1p19Lt","1766085691157385671","https://pbs.twimg.com/media/GIJlknVXkAAYSrE.jpg","","in","they/he 21 free 🇵🇸","0","0","0","https://x.com/VARMILT0N/status/1766085691157385671","1253293741592412162","VARMILT0N"
"1754166390779478479","Sun Feb 04 15:33:53 +0000 2024","19"," Lewis Hamilton x Ferrari ! ️ https://t.co/NwuJFFoo7l","1754166390779478479","https://pbs.twimg.com/media/GFgNAz5W0AAfHnQ.jpg","","in","Formule 1","1","0","2","https://x.com/InTheRaceF1/status/1754166390779478479","1523707359486427136","InTheRaceF1"
"1761395159453802921","Sat Feb 24 14:18:25 +0000 2024","0","#Sebastian #Vettel'in #Kardeşi #Fabian: Lewis-Ferrari #Ikilisi #Birbirine #Uymuyor -&gt; https://t.co/lhFOWU5K4a #F1 #F1izle #Formel1 #Formula1 #Haber #Lewisferrari #Motorsporları #Motorsports #News #Online #WatchF1 #TRmotosports https://t.co/DuixKvA9GI","1761395159453802921","https://pbs.twimg.com/media/GHG7kCTWkAECNTf.jpg","","in","İstanbul, Türkiye","0","0","0","https://x.com/TRmotosports/status/1761395159453802921","3298415044","TRmotosports"
"1772229389503115764","Mon Mar 25 11:49:47 +0000 2024","36","efwan! Apa yang membuat terkejut di Australian GP? - Max &amp; Lewis DNF - Ferrari double podium - Yuki Tsunoda poin - George Russell DNF di last lap Me: of course Ferrari double podium https://t.co/dUOZ5G0hMD","1772229389503115764","https://pbs.twimg.com/media/GJg5PIjbYAAirAJ.jpg","","in","manual not autobot","3","16","1","https://x.com/f1fess/status/1772229389503115764","1524088243247267840","f1fess"
"1776985241120301552","Sun Apr 07 14:47:50 +0000 2024","0","Lewis in Ferrari Lewis in Mercedes https://t.co/3z2OHkvfGn","1776985241120301552","https://pbs.twimg.com/media/GKkeojaWAAAH0OC.jpg","","in"," she/her 18 🇪🇸","0","0","0","https://x.com/pe_es_01/status/1776985241120301552","1582840892200714240","pe_es_01"
"1759213163663564802","Sun Feb 18 13:47:57 +0000 2024","4","ternyata dari dua jam lalu tapi guenya aja baru liat bjir okeh bretvici terindentifikasi biasnya om lewis dan ferrari tp tlonk season ini juga nonton ommm get a paddock club in monacooo @.bretvici https://t.co/yVZu6QClPZ","1759213163663564802","https://pbs.twimg.com/media/GGn7DIya4AAZGCO.jpg","","in","click the link for the archive","0","1","0","https://x.com/fleurdpine/status/1759213163663564802","1517442595840212992","fleurdpine"
"1753443003220291703","Fri Feb 02 15:39:24 +0000 2024","664","lewis x ferrari. https://t.co/K9sSRifHFJ","1753443003220291703","https://pbs.twimg.com/media/GFV7Hl1XsAE3yA0.jpg","","in","","3","6","20","https://x.com/HamiltonTurk/status/1753443003220291703","1048483675174817792","HamiltonTurk"
"1753545190080389528","Fri Feb 02 22:25:27 +0000 2024","1404"," Lewis Hamilton kabarnya akan membawa beberapa engineer dari Mercedes untuk ikut diboyong ke Maranello. Kemungkinan itu juga termasuk race engineer-nya Peter Bono Bonnington ke Ferrari. Bono sendiri menurut pengakuan Toto Wolff sempat tak percaya jika Hamilton akan pindah: https://t.co/mI9p98cSEu","1753545190080389528","https://pbs.twimg.com/media/GFXWmK5bQAA-tW1.jpg","","in","Indonesia","102","54","127","https://x.com/f1speed_indo/status/1753545190080389528","1019746932833468416","f1speed_indo"
"1753780861844042165","Sat Feb 03 14:01:55 +0000 2024","1306"," Lewis Hamilton akhirnya angkat bicara soal kepindahanya ke Ferrari: ️: Setelah mencapai banyak hal bersama Mercedes yang hanya bisa saya impikan waktu kecil sekarang saya punya kesempatan untuk mewujudkan impian masa kecil saya yang lain. Membalap di Ferrari... https://t.co/jtnTaYYOCw","1753780861844042165","https://pbs.twimg.com/media/GFatzNfWUAA8rf4.png","","in","Indonesia","73","60","128","https://x.com/f1speed_indo/status/1753780861844042165","1019746932833468416","f1speed_indo"
"1753400770433815006","Fri Feb 02 12:51:34 +0000 2024","382"," | Lewis Hamilton akan mendapatkan $100 juta per tahun dari Ferrari! Rincian pendapatan ini sudah termasuk gaji sponsor hak cipta bonus dan lainnya. Ini membuatnya jadi salah satu pembalap dengan bayaran tertinggi dalam sejarah Scuderia Ferrari [per @GiulyDuchessa] https://t.co/2ukal62Dsv","1753400770433815006","https://pbs.twimg.com/media/GFVUj2KaIAAt_Al.jpg","","in","Pernah di paddock","27","17","28","https://x.com/LambeResing/status/1753400770433815006","1268958732794261505","LambeResing"
"1753369785969062017","Fri Feb 02 10:48:27 +0000 2024","25"," Lewis Hamilton Ferrari'de senelik 100 milyon pound kazanacak. (THE SUN) https://t.co/EmIKY6av9X","1753369785969062017","https://pbs.twimg.com/media/GFU4hzkWIAARKp7.jpg","","in","Maranello, Emilia Romagna","0","0","0","https://x.com/ferrarinewstr/status/1753369785969062017","1426484095366967296","ferrarinewstr"
"1753409404224106954","Fri Feb 02 13:25:53 +0000 2024","169","LEWIS HAMILTON JOINS FERRARI https://t.co/CLzhph0hOq","1753409404224106954","https://pbs.twimg.com/media/GFVcjhMWAAAUdWl.jpg","","in","Kazune Maricón ","2","12","19","https://x.com/Orteguez__/status/1753409404224106954","1544330372955217921","Orteguez__"
"1753429113690563062","Fri Feb 02 14:44:12 +0000 2024","832"," | Kontrak Ferrari dengan Lewis Hamilton ternyata juga menjamin masa depannya setelah pensiun! Lewis ternyata kecewa dengan Mercedes yang menolak proposalnya untuk menjadi ambassador hingga 2035! Ferrari awalnya telah memberikan proposal pada tahun 2023 sebesar €92 juta https://t.co/QgN8oiwZV6","1753429113690563062","https://pbs.twimg.com/media/GFVt2OgbgAASfB0.jpg","","in","Pernah di paddock","57","32","78","https://x.com/LambeResing/status/1753429113690563062","1268958732794261505","LambeResing"
"1754108257730514997","Sun Feb 04 11:42:53 +0000 2024","168","Bisa dibilang dengan kepindahan Lewis Hamiton ke Ferrari musim depan bakal bikin pusing Toto Wolff karena kemungkinan besar Lewis akan memborong banyak orang-orang Mercedes kesana. Hal tersebut menjadi eksodus besar-besaran dalam tubuh Mercedes yang ke dua kalinya dalam https://t.co/YWR2T3PZuv","1754108257730514997","https://pbs.twimg.com/media/GFfW3TQa8AEYGPh.jpg","","in","Pernah di paddock","2","6","16","https://x.com/LambeResing/status/1754108257730514997","1268958732794261505","LambeResing"
"1753458140509868509","Fri Feb 02 16:39:33 +0000 2024","141"," | Toto Wolff tak kaget dengan keputusan Lewis Hamilton untuk pindah ke Ferrari tahun 2025! Ini dikarenakan perpanjangan kontrak Lewis pada awalnya memang bersifat short-term. Saya sih udah denger rumornya beberapa hari sebelumnya tapi saya mau nunggu sampai sarapan bareng https://t.co/0fcB5Ym2xa","1753458140509868509","https://pbs.twimg.com/media/GFWIgmhaUAALA96.jpg","","in","Pernah di paddock","5","8","7","https://x.com/LambeResing/status/1753458140509868509","1268958732794261505","LambeResing"
"1754003781036196259","Sun Feb 04 04:47:43 +0000 2024","8","Sebuah berita menggegerkan jagat motorsport setelah Ferrari mengumumkan Lewis Hamilton sebagai pembalap mereka untuk tahun 2025 sekaligus menjadikan 2024 sebagai musim terakhir bersama Mercedes. https://t.co/XjKlfBwbjY https://t.co/83g7MXKRKQ","1754003781036196259","https://pbs.twimg.com/media/GFd5JH1aAAAQ_Nq.jpg","","in","Di Manapun ","0","1","0","https://x.com/GarisBalap/status/1754003781036196259","1253603788197249026","GarisBalap"
"1753602454682325270","Sat Feb 03 02:13:00 +0000 2024","1","lewis hamilton (ferrari s version) https://t.co/Oe7d06sxJC","1753602454682325270","https://pbs.twimg.com/media/GFYMH05WYAAVZkn.jpg","","in","she/her - 21","0","0","0","https://x.com/d4nielrics/status/1753602454682325270","2737525781","d4nielrics"
"1753409539704074253","Fri Feb 02 13:26:25 +0000 2024","1117","#MICHEZO Unaambiwa Bingwa mara 7 wa Dunia wa Langa langa (F1) Lewis Hamilton atajiunga na timu ya magari ya Ferrari mwaka 2025 akitokea timu ya Mercedes Benz. Mkataba aliosaini Hamilton wa kujiunga na timu ya Ferrari una thamani ya Pauni Milioni 40 kwa mwaka kama mshahara wake https://t.co/6huS4frOhd","1753409539704074253","https://pbs.twimg.com/media/GFVcrV5W8AAp2pp.jpg","","in","Dar es salaam, Tanzania","7","47","28","https://x.com/eastafricatv/status/1753409539704074253","169557169","eastafricatv"
"1753572721659613471","Sat Feb 03 00:14:51 +0000 2024","911"," Gaji Fantastis Hamilton di Ferrari: Rp 1 5 TRILIUN PER TAHUN! Demi membajak Lewis Hamilton dari Mercedes John Elkann kabarnya akan menggaji sang pembalap bintang itu dengan nominal mencapai $100 juta dollar atau 1 5 triliun rupiah. Otomatis itu akan menjadikan Hamilton https://t.co/axsYoZL0U9","1753572721659613471","https://pbs.twimg.com/media/GFXs_y-bkAALPqx.jpg","","in","Indonesia","81","53","90","https://x.com/f1speed_indo/status/1753572721659613471","1019746932833468416","f1speed_indo"
"1753442602425209203","Fri Feb 02 15:37:48 +0000 2024","16","#FERRARI: hello lewis :) https://t.co/sUxbu2EjHh","1753442602425209203","https://pbs.twimg.com/ext_tw_video_thumb/1753442428843941888/pu/img/gPzkIdZBnAK-JuJP.jpg","","in","23, njd / 4 23 81 22","1","6","8","https://x.com/hischiers/status/1753442602425209203","999482456398073856","hischiers"
"1753370174844010836","Fri Feb 02 10:50:00 +0000 2024","69","Lewis Hamilton atajiunga na timu ya magari ya Ferrari mwaka 2025 akitokea timu ya Mercedes Benz. Pande zote mbili Hamilton na Ferarri wamethibitisha. Hamilton atalipwa mshahara wa pauni Milion 40 kwa mwaka zaidi ya bilioni 129 na milioni 734 kwa pesa ya Tz. Hello Good Morning https://t.co/FkHufLLjRB","1753370174844010836","https://pbs.twimg.com/media/GFU43-9XsAAmYeG.jpg","","in","","0","4","4","https://x.com/ibrakasuga/status/1753370174844010836","2724482539","ibrakasuga"
"1753338413174997258","Fri Feb 02 08:43:47 +0000 2024","74"," Lewis Hamilton Ferrari'den senelik 100 milyon pound kazanacak. (The Sun) https://t.co/Ii2q6QrfE6","1753338413174997258","https://pbs.twimg.com/media/GFUaEEtXEAAuxAl.jpg","","in","Türkiye","2","1","0","https://x.com/FormulaTurkiye/status/1753338413174997258","4823471819","FormulaTurkiye"
"1753356026240262375","Fri Feb 02 09:53:47 +0000 2024","1","Lewis Hamilton ️ Ferrari 2025! ️ #F1 #CarlosSainz #LewisHamilton #CharlesLeclerc https://t.co/mfugZnD5uz","1753356026240262375","https://pbs.twimg.com/media/GFUr4UvW0AAe7V2.jpg","","in","","0","0","0","https://x.com/MagicStudio/status/1753356026240262375","1220598377060003841","MagicStudio"
"1753793310056194183","Sat Feb 03 14:51:23 +0000 2024","91","lewis to ferrari 2025: https://t.co/aNOtl8TnvM","1753793310056194183","https://pbs.twimg.com/media/GFa5PeLaoAAS86X.png","","in","3 admins","0","0","17","https://x.com/f1butfilo/status/1753793310056194183","1551152101786472448","f1butfilo"
"1753600468323086819","Sat Feb 03 02:05:06 +0000 2024","2","Scuderia Ferrari akhirnya meresmikan Lewis Hamilton sebagai pembalap anyarnya Jumat (2/2). Namun pembalap yang diboyong dari Mercedes itu baru akan bergabung pada 2025 mendatang. #IDNTimesSport https://t.co/tEnt100gGV https://t.co/d5DTovkeA2","1753600468323086819","https://pbs.twimg.com/media/GFYKVRyacAA3VTD.jpg","","in","","0","0","1","https://x.com/IDNTimesSport/status/1753600468323086819","1616278024907034625","IDNTimesSport"
"1753415989528596734","Fri Feb 02 13:52:03 +0000 2024","30","#F1 Lewis Hamilton azajya ahembwa miliyoni 100 $ kumwaka mu ikipe ye nshya ya Scuderia Ferrari 🇮🇹 bimugire umukinnyi wa mbere uhembwa akayabo mumateka ya F1 Chairman wa Ferrari John Elkann yiyemeje no kuzajya atanga ibindi bifaranga akavagari muri Charity Organisations https://t.co/GU8IRveVO3","1753415989528596734","https://pbs.twimg.com/media/GFViivzXYAEtExZ.jpg","","in","Kinigi,The finest of this land","0","0","2","https://x.com/ogalorenzo/status/1753415989528596734","1108711093038444544","ogalorenzo"
"1753243006474588619","Fri Feb 02 02:24:41 +0000 2024","232","Punya dua LaFerrari emang kurang cukup sih makanya Lewis Hamilton pindah ke Ferrari biar puas nyetir Ferrari yang sebenarnya https://t.co/N35a1ZLY7U","1753243006474588619","https://pbs.twimg.com/media/GFTFN9zaYAAV2-p.jpg","","in","Pernah di paddock","3","2","19","https://x.com/LambeResing/status/1753243006474588619","1268958732794261505","LambeResing"
"1753220633620828491","Fri Feb 02 00:55:46 +0000 2024","1902","Gegap gempita kedatangan Lewis Hamilton ke Maranello sayangnya harus mengorbankan Carlos Sainz. Raihan kemenangan pemutus rentetan Red Bull di Singapura tahun lalu seperti tak ada harganya. Diamnya Ferrari dalam negosiasi bukan karena perundingannya rumit: tapi karena Ferrari https://t.co/Srb24gZB0e","1753220633620828491","https://pbs.twimg.com/media/GFSvv1EaQAA5TfH.jpg","","in","Indonesia","122","106","211","https://x.com/f1speed_indo/status/1753220633620828491","1019746932833468416","f1speed_indo"
"1753196482910728541","Thu Feb 01 23:19:48 +0000 2024","122","Loh ternyata ada yang nyamain berita Lewis Hamilton ke Ferrari sama Piastri ke Alpine. Padahal beneran kejadian loh https://t.co/91M1AlE8AW","1753196482910728541","https://pbs.twimg.com/media/GFSa6QqbIAAaPvL.jpg","","in","Pernah di paddock","0","3","5","https://x.com/LambeResing/status/1753196482910728541","1268958732794261505","LambeResing"
"1753191335350386972","Thu Feb 01 22:59:21 +0000 2024","278","Cuma ngingetin kalo rumor Lewis Hamilton ke Ferrari ternyata jauh lebih dulu menjadi realita ketimbang rumor Wesley Sneijder ke Manchester United. https://t.co/bW1XV8m75t","1753191335350386972","https://pbs.twimg.com/media/GFSWLd0bIAAE4su.png","","in","Pernah di paddock","5","8","24","https://x.com/LambeResing/status/1753191335350386972","1268958732794261505","LambeResing"
